"category","title","content","external_key","source_url"
"HA · Đặt phòng: hủy & no-show","Trạng thái đặt phòng trên Hotel Admin và khung giờ ba loại đặt phòng","Ba loại đặt phòng: Theo giờ, Qua đêm, Theo ngày. Khung giờ nhận/trả của từng loại là thiết lập riêng của mỗi khách sạn, xem ở Thông tin khách sạn (ví dụ một khách sạn: Theo giờ 08:00–22:00, Qua đêm 22:00–12:00, Theo ngày 14:00–12:00). Đặt phòng Theo giờ vượt ""số giờ tối đa khách có thể đặt"" của loại phòng sẽ tự chuyển thành đặt phòng Theo ngày.

Các tab trạng thái trong Quản lý đặt phòng: Chờ nhận phòng · Đã nhận phòng · Chờ G2J xử lý (yêu cầu hủy/điều chỉnh đang chờ Go2Joy) · Không nhận phòng (khách không đến) · Đã hủy · Hoàn thành · Chờ khách xác nhận (đã báo no-show, chờ khách phản hồi) · Chờ thanh toán. Trang chủ tóm tắt theo ngày: Chờ nhận phòng, Đã nhận phòng, Chờ Go2Joy xử lý, Hoàn thành cho từng loại đặt phòng.

Mỗi thẻ đặt phòng hiển thị: mã đặt phòng, trạng thái, tên khách (có thể là ""Khách vãng lai""/""Khách ẩn danh""), loại phòng, loại đặt phòng, thời gian ở khách sạn, tình trạng thanh toán (Đã thanh toán / Trả tại khách sạn), số tiền, coupon. Nguồn đặt phòng có thể là Go2Joy, Agoda hoặc MoMo.

Nguồn: Quản lý đặt phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-06-VI","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Booking statuses in Hotel Admin and the three booking types","Three booking types: Hourly, Overnight, Daily. Check-in/check-out windows for each type are configured per hotel and shown under Hotel information (one hotel, for example: Hourly 08:00–22:00, Overnight 22:00–12:00, Daily 14:00–12:00). An hourly booking that exceeds the room type's ""maximum bookable hours"" is converted into a daily booking.

Status tabs in Booking management: Awaiting check-in · Checked in · Awaiting Go2Joy processing (a cancellation/adjustment request waiting for Go2Joy) · No-show · Cancelled · Completed · Awaiting guest confirmation (no-show reported, waiting for the guest) · Awaiting payment. The home page summarises today's Awaiting check-in, Checked in, Awaiting Go2Joy processing and Completed per booking type.

Each booking card shows: booking ID, status, guest name (may be ""Walk-in guest""/""Anonymous guest""), room type, booking type, stay time, payment status (Paid / Pay at hotel), amount, coupon. Booking sources can be Go2Joy, Agoda or MoMo.

Source: Booking management, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-06-EN","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Hủy đặt phòng trên Hotel Admin: lý do bắt buộc, yêu cầu hủy và thời hạn sửa trạng thái","Khách sạn hủy đặt phòng tại Quản lý đặt phòng → thẻ đặt phòng → Hủy đặt phòng → chọn lý do hủy phòng (bắt buộc, chọn từ danh mục cố định của hệ thống) → xác nhận. Lý do được chọn quyết định cách đặt phòng được ghi nhận trong đối soát và đánh giá, nên phải chọn đúng thực tế.

Hai trường hợp khách sạn không tự hủy được mà phải ""Yêu cầu hủy phòng"" để Go2Joy xử lý (đặt phòng chuyển sang Chờ G2J xử lý): (1) đặt phòng đã thanh toán trước; (2) đã quá thời gian nhận phòng — chỉ có thể hủy trước giờ nhận phòng. Với các trường hợp khác, liên hệ bộ phận phụ trách của Go2Joy hoặc đường dây nóng.

Thời hạn chỉnh sửa trạng thái giao dịch đặt phòng: kể từ 01/10/2024 là F+10, trong đó F là ngày cuối cùng của tháng mà người dùng trả phòng (áp dụng cho đặt phòng từ tháng 09/2024). Quá hạn này khách sạn không tự sửa được trạng thái.

Đặt phòng bị hủy hoặc no-show thì đánh giá của khách cho đặt phòng đó không được ghi nhận. Phía khách: có thể hủy miễn phí trong 5 phút sau khi đặt thành công nhưng không quá giờ nhận phòng; phòng Flash Sale và ưu đãi không hoàn hủy thì không hủy được.

Nguồn: Quản lý đặt phòng và thông báo Go2Joy ngày 19/09/2024, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-07-VI","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Cancelling a booking in Hotel Admin: mandatory reason, cancellation requests and the edit window","The hotel cancels a booking under Booking management → booking card → Cancel booking → choose a cancellation reason (required, from the system's fixed list) → confirm. The chosen reason decides how the booking is recorded in reconciliation and reviews, so it must match what actually happened.

Two cases where the hotel cannot cancel directly and must ""Request cancellation"" for Go2Joy to handle (the booking moves to Awaiting Go2Joy processing): (1) the booking was prepaid; (2) the check-in time has passed — cancellation is only possible before check-in time. For other cases contact the Go2Joy department in charge or the hotline.

Edit window for booking transaction status: from 01/10/2024 it is F+10, where F is the last day of the month in which the guest checked out (applies to bookings from September 2024). After that the hotel can no longer change the status itself.

For cancelled or no-show bookings the guest's review is not recorded. Guest side: free cancellation within 5 minutes of a successful booking but never after check-in time; Flash Sale rooms and non-refundable offers cannot be cancelled.

Source: Booking management and Go2Joy notice of 19/09/2024, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-07-EN","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Báo khách không đến nhận phòng (no-show) và bước khách xác nhận","Khi khách không đến, khách sạn vào Quản lý đặt phòng → thẻ đặt phòng → Khách không đến → nhập lý do/ghi chú → gửi. Hệ thống báo ""Gửi yêu cầu Khách không đến thành công. Chờ khách xác nhận"" và đặt phòng chuyển sang tab Chờ khách xác nhận.

Khách được hỏi xác nhận và có 4 kết quả: Khách xác nhận không đến; Khách xác nhận đã đến và đã nhận phòng; Khách xác nhận đã đến và không nhận phòng; Khách không xác nhận → hệ thống tự động chuyển trạng thái. Khi hoàn tất, đặt phòng nằm ở tab Không nhận phòng, ghi rõ ""Khách sạn xác nhận khách không đến"" và kết quả từ phía khách.

Hệ quả: đánh giá của khách cho đặt phòng no-show không được ghi nhận; đặt phòng no-show đã trả trước được tính vào bảng công nợ của kỳ đối soát; nếu số liệu no-show trong đối soát sai, khách sạn khiếu nại theo loại ""Khách không nhận phòng"". Thông báo no-show hiển thị ở chuông thông báo (mục Khách không đến) theo từng loại đặt phòng.

Nguồn: Quản lý đặt phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-08-VI","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Reporting a guest no-show and the guest confirmation step","When a guest does not arrive, open Booking management → booking card → Guest no-show → enter the reason/note → send. The system confirms ""No-show request sent successfully. Waiting for user confirmation"" and the booking moves to the Awaiting guest confirmation tab.

The guest is asked to confirm, with four outcomes: Guest confirms no-show; Guest confirms arrival and received the room; Guest confirms arrival but did not receive a room; Guest did not confirm → the status is updated automatically. Once settled the booking sits in the No-show tab showing ""Hotel confirms no-show"" together with the guest's outcome.

Consequences: the guest's review for a no-show booking is not recorded; prepaid no-show bookings are included in the reconciliation debt table; if a no-show figure in the reconciliation is wrong, file a complaint of type ""Guest did not check in"". No-show notifications appear in the notification bell (No-show section) per booking type.

Source: Booking management, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-08-EN","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Xác nhận khách nhận phòng và các kênh nhận thông báo đặt phòng","Xác nhận nhận phòng: Quản lý đặt phòng → thẻ đặt phòng ở trạng thái Chờ nhận phòng → Nhận phòng → xác nhận trong popup ""Xác nhận khách đến nhận phòng"". Đặt phòng chuyển sang Đã nhận phòng.

Kênh nhận thông báo đặt phòng mới / hủy / no-show: từ 01/02/2024 Go2Joy không gửi SMS nữa; thông báo được gửi qua Hotel Admin (chuông thông báo và web push — cần bấm ""Bật thông báo"" trên trình duyệt), ứng dụng Go2Joy Partner trên điện thoại, và/hoặc email đã đăng ký trong hợp đồng. Khách sạn chọn kênh tại Thông tin khách sạn → ""Nhận thông báo đặt phòng"" (Tin nhắn / Email / Ứng dụng Go2Joy Partner). Tài khoản nhân viên có tùy chọn ""Nhận tin nhắn từ Go2Joy"".

Để nhận thông báo trên điện thoại, tải ứng dụng Go2Joy Partner (App Store / Google Play).

Nguồn: Quản lý đặt phòng, Thông tin khách sạn và thông báo Go2Joy ngày 18/01/2024, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-09-VI","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Confirming guest check-in and booking notification channels","Confirming check-in: Booking management → a booking in Awaiting check-in → Check in → confirm in the ""Confirm guest check-in"" popup. The booking moves to Checked in.

Channels for new / cancelled / no-show booking notifications: since 01/02/2024 Go2Joy no longer sends SMS; notifications go through Hotel Admin (notification bell and web push — click ""Enable notifications"" in the browser), the Go2Joy Partner mobile app, and/or the e-mail registered in the contract. The hotel picks channels under Hotel information → ""Receive booking notifications"" (Message / E-mail / Go2Joy Partner app). Staff accounts have a ""Receive messages from Go2Joy"" option.

To get notifications on a phone, install the Go2Joy Partner app (App Store / Google Play).

Source: Booking management, Hotel information and Go2Joy notice of 18/01/2024, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-09-EN","https://ha.go2joy.vn/user-booking-list"
"HA · Đặt phòng: hủy & no-show","Chính sách hủy phòng do khách sạn tự thiết lập","Khách sạn có thể chủ động thiết lập chính sách hủy phòng riêng tại menu Chính sách hủy phòng (Thiết lập → Chính sách huỷ phòng) → Tạo chính sách. Một chính sách gồm: tên; loại phòng áp dụng; phương thức thanh toán áp dụng (Trả trước / Trả tại khách sạn / Cả hai); giờ nhận phòng áp dụng (Đặt phòng Theo giờ theo khung giờ, Qua đêm/Theo ngày theo thời gian kinh doanh); ngày nhận phòng áp dụng (khoảng ngày, các thứ trong tuần, hoặc Ngày đặc biệt — chính sách ngày đặc biệt luôn được ưu tiên); nội dung chính sách cho từng loại đặt phòng: ""Hủy miễn phí trước giờ nhận phòng X tiếng"" hoặc ""Không thể hủy"".

Chính sách mặc định của hệ thống (ví dụ trên HA): Trả trước, hủy miễn phí trước giờ nhận phòng 1 tiếng (Theo giờ), 2 tiếng (Qua đêm), 12 tiếng (Theo ngày). Chính sách mặc định áp dụng ngoài khoảng thời gian của các chính sách tùy chỉnh. Không tạo được chính sách trùng loại phòng, thời gian và phương thức thanh toán với chính sách khác; không chọn quá 365 ngày; trạng thái: Đang hiệu lực / Sắp diễn ra / Hết hiệu lực / Đã dừng; dừng chính sách chỉ ảnh hưởng đặt phòng mới.

Ghi chú hiển thị cho khách: có thể hủy miễn phí trong 5 phút sau khi đặt thành công (không quá giờ nhận phòng); không hủy được phòng Flash Sale và ưu đãi không hoàn hủy; thời gian hủy có thể thay đổi theo chính sách hủy của Go2Joy.

Nguồn: Chính sách huỷ phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-10-VI","https://ha.go2joy.vn/cancellation-policy"
"HA · Đặt phòng: hủy & no-show","Hotel-defined cancellation policies","A hotel can define its own cancellation policies under the Cancellation policy menu (Settings → Cancellation policy) → Create policy. A policy has: a name; room types it applies to; payment methods (Prepaid / Pay at hotel / Both); check-in times (Hourly bookings by time window, Overnight/Daily by business hours); check-in dates (date range, weekdays, or Special days — special-day policies always take priority); and the content per booking type: ""Free cancellation up to X hours before check-in"" or ""Non-cancellable"".

System default policy (as seen in HA): Prepaid, free cancellation 1 hour before check-in (Hourly), 2 hours (Overnight), 12 hours (Daily). The default applies outside the periods covered by custom policies. A policy cannot duplicate another's room type, time and payment method; ranges are limited to 365 days; statuses: Active / Upcoming / Expired / Stopped; stopping a policy only affects new bookings.

Notes shown to guests: free cancellation within 5 minutes of a successful booking (but not after check-in time); Flash Sale rooms and non-refundable offers cannot be cancelled; cancellation times may vary with Go2Joy's cancellation policy.

Source: Cancellation policy screen, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-10-EN","https://ha.go2joy.vn/cancellation-policy"
"HA · Loại phòng & giá","Tạo loại phòng và giá bán lần đầu (gửi Go2Joy duyệt)","Để bắt đầu kinh doanh, khách sạn cần tạo ít nhất 1 loại phòng: Quản lý loại phòng → Tạo loại phòng. Form gồm 3 phần:

1) Thông tin phòng: tên loại phòng; số lượng phòng bán; diện tích (m²); loại giường (Giường đơn / Giường đôi / Hai giường đôi / Một đơn, một đôi); hướng phòng; mô tả ngắn.
2) Tiện ích và hình ảnh: chọn tiện ích; thêm ảnh phòng (JPG hoặc PNG, tối đa 3 MB mỗi ảnh; có thể đặt ảnh đại diện).
3) Giá phòng theo loại đặt phòng — mỗi loại có thể chọn ""Không kinh doanh"":
   - Theo giờ: giá giờ đầu + số giờ đầu (ví dụ giá 2 giờ đầu), giá giờ thêm + số giờ thêm (hoặc ""Không kinh doanh giờ thêm""), số giờ tối đa khách có thể đặt (tối đa 23 giờ; đặt vượt sẽ chuyển thành đặt phòng Theo ngày).
   - Qua đêm: giá 1 đêm. - Theo ngày: giá 1 ngày.
Không thể tạo loại phòng khi chưa thiết lập giá bán.

Có thể Lưu nháp hoặc Gửi duyệt. Sau khi gửi, thông báo ""Loại phòng này đã được tạo thành công và gửi lên G2J để chờ duyệt""; trạng thái: Nháp / Chờ duyệt / Đang hoạt động / Bị từ chối / Ngừng kinh doanh. Sau khi Go2Joy duyệt, phòng bắt đầu được bán trên ứng dụng. Chỉnh sửa tên, mô tả, ảnh cũng phải chờ duyệt mới áp dụng. Nếu bị từ chối (""Thông tin loại phòng không phù hợp""), liên hệ hotline Go2Joy. Có thể Ngừng kinh doanh / Mở kinh doanh và xem Lịch sử chỉnh sửa phòng.

Nguồn: Quản lý loại phòng → Tạo loại phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-11-VI","https://ha.go2joy.vn/room-type-create"
"HA · Loại phòng & giá","Creating a room type and its rates for the first time (submitted for Go2Joy approval)","To start selling, a hotel needs at least one room type: Room type management → Create room type. The form has three parts:

1) Room information: room type name; number of rooms for sale; size (m²); bed type (Single / Double / Two doubles / One single + one double); room view; short description.
2) Facilities and images: pick facilities; add room photos (JPG or PNG, max 3 MB each; one can be set as the cover image).
3) Room rates per booking type — each type can be set to ""Not in business"":
   - Hourly: first-hours rate + number of first hours (e.g. price for the first 2 hours), additional-hour rate + hours (or ""No additional hours""), maximum bookable hours (up to 23; a booking beyond it becomes a Daily booking).
   - Overnight: price per night. - Daily: price per day.
A room type cannot be created without a rate.

Save as draft or Submit for review. After submitting: ""This room type was created and sent to G2J for approval""; statuses: Draft / Pending approval / Active / Rejected / Stopped selling. Once Go2Joy approves, the room goes on sale in the app. Edits to name, description and photos also wait for approval. If rejected (""Room type information is not valid""), contact the Go2Joy hotline. You can Stop selling / Resume selling and view the room edit history.

Source: Room type management → Create room type, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-11-EN","https://ha.go2joy.vn/room-type-create"
